Date,Brand,SKU,Recommended Price
1/24/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
1/31/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
1/31/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
1/31/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
1/31/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49
1/31/2016,BECKS,6 Pk 12 Oz Glass,11.99
1/31/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
1/31/2016,MILLER LITE,6 Pk 12 Oz Glass,10.49
1/31/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99
1/31/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
1/31/2016,BUDWEISER,6 Pk 12 Oz Glass,11.99
1/31/2016,COORS LIGHT,6 Pk 12 Oz Glass,11.49
1/31/2016,MILLER LITE,12 Pk 12 Oz Glass,12.49
1/31/2016,MILLER LITE,12 Pk 12 Oz Can,14.49
1/31/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,12.49
1/31/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
1/31/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
1/31/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
1/31/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
1/31/2016,MAGIC HAT,6 Pk 12 Oz Glass,11.99
1/31/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
2/7/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
2/7/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
2/7/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
2/7/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49
2/7/2016,BECKS,6 Pk 12 Oz Glass,10.99
2/7/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49
2/7/2016,MILLER LITE,6 Pk 12 Oz Glass,10.99
2/7/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99
2/7/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
2/7/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
2/7/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49
2/7/2016,MILLER LITE,12 Pk 12 Oz Glass,12.49
2/7/2016,MILLER LITE,12 Pk 12 Oz Can,14.99
2/7/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
2/7/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
2/7/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
2/7/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.49
2/7/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
2/7/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.99
2/7/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.99
2/14/2016,CORONA EXTRA,6 Pk 12 Oz Glass,11.99
2/14/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
2/14/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
2/14/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
2/14/2016,BECKS,6 Pk 12 Oz Glass,10.99
2/14/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
2/14/2016,MILLER LITE,6 Pk 12 Oz Glass,10.49
2/14/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
2/14/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
2/14/2016,BUDWEISER,6 Pk 12 Oz Glass,9.49
2/14/2016,COORS LIGHT,6 Pk 12 Oz Glass,11.49
2/14/2016,MILLER LITE,12 Pk 12 Oz Glass,13.49
2/14/2016,MILLER LITE,12 Pk 12 Oz Can,13.49
2/14/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
2/14/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
2/14/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
2/14/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.49
2/14/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
2/14/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.99
2/14/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
2/21/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
2/21/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
2/21/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
2/21/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
2/21/2016,BECKS,6 Pk 12 Oz Glass,11.99
2/21/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
2/21/2016,MILLER LITE,6 Pk 12 Oz Glass,10.99
2/21/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
2/21/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
2/21/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
2/21/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49
2/21/2016,MILLER LITE,12 Pk 12 Oz Glass,13.99
2/21/2016,MILLER LITE,12 Pk 12 Oz Can,13.99
2/21/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
2/21/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
2/21/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
2/21/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
2/21/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49
2/21/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.99
2/21/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49
2/28/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
2/28/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
2/28/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
2/28/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
2/28/2016,BECKS,6 Pk 12 Oz Glass,11.99
2/28/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
2/28/2016,MILLER LITE,6 Pk 12 Oz Glass,10.49
2/28/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99
2/28/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
2/28/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
2/28/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99
2/28/2016,MILLER LITE,12 Pk 12 Oz Glass,14.99
2/28/2016,MILLER LITE,12 Pk 12 Oz Can,14.99
2/28/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
2/28/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
2/28/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
2/28/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.99
2/28/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
2/28/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.99
2/28/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49
3/6/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
3/6/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
3/6/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
3/6/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
3/6/2016,BECKS,6 Pk 12 Oz Glass,11.49
3/6/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
3/6/2016,MILLER LITE,6 Pk 12 Oz Glass,9.49
3/6/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99
3/6/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
3/6/2016,BUDWEISER,6 Pk 12 Oz Glass,10.99
3/6/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49
3/6/2016,MILLER LITE,12 Pk 12 Oz Glass,14.99
3/6/2016,MILLER LITE,12 Pk 12 Oz Can,14.49
3/6/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
3/6/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
3/6/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
3/6/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
3/6/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
3/6/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49
3/6/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,10.99
3/13/2016,CORONA EXTRA,6 Pk 12 Oz Glass,11.99
3/13/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
3/13/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
3/13/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
3/13/2016,BECKS,6 Pk 12 Oz Glass,11.49
3/13/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
3/13/2016,MILLER LITE,6 Pk 12 Oz Glass,10.49
3/13/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
3/13/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
3/13/2016,BUDWEISER,6 Pk 12 Oz Glass,10.99
3/13/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49
3/13/2016,MILLER LITE,12 Pk 12 Oz Glass,12.99
3/13/2016,MILLER LITE,12 Pk 12 Oz Can,14.99
3/13/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
3/13/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
3/13/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.99
3/13/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
3/13/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49
3/13/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49
3/13/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
3/20/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
3/20/2016,CORONA LIGHT,6 Pk 12 Oz Glass,12.49
3/20/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
3/20/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
3/20/2016,BECKS,6 Pk 12 Oz Glass,11.49
3/20/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49
3/20/2016,MILLER LITE,6 Pk 12 Oz Glass,10.99
3/20/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
3/20/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.49
3/20/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
3/20/2016,COORS LIGHT,6 Pk 12 Oz Glass,9.99
3/20/2016,MILLER LITE,12 Pk 12 Oz Glass,13.99
3/20/2016,MILLER LITE,12 Pk 12 Oz Can,14.99
3/20/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
3/20/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
3/20/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.49
3/20/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,12.99
3/20/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
3/20/2016,MAGIC HAT,6 Pk 12 Oz Glass,11.99
3/20/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
3/27/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
3/27/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
3/27/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
3/27/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
3/27/2016,BECKS,6 Pk 12 Oz Glass,11.49
3/27/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
3/27/2016,MILLER LITE,6 Pk 12 Oz Glass,10.49
3/27/2016,BUD LIGHT,6 Pk 12 Oz Glass,9.99
3/27/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
3/27/2016,BUDWEISER,6 Pk 12 Oz Glass,10.99
3/27/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99
3/27/2016,MILLER LITE,12 Pk 12 Oz Glass,14.99
3/27/2016,MILLER LITE,12 Pk 12 Oz Can,14.99
3/27/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
3/27/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
3/27/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.99
3/27/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,12.49
3/27/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
3/27/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.99
3/27/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
4/3/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
4/3/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
4/3/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
4/3/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
4/3/2016,BECKS,6 Pk 12 Oz Glass,11.99
4/3/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49
4/3/2016,MILLER LITE,6 Pk 12 Oz Glass,10.49
4/3/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
4/3/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.49
4/3/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
4/3/2016,COORS LIGHT,6 Pk 12 Oz Glass,9.99
4/3/2016,MILLER LITE,12 Pk 12 Oz Glass,14.99
4/3/2016,MILLER LITE,12 Pk 12 Oz Can,14.49
4/3/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
4/3/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
4/3/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
4/3/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
4/3/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49
4/3/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49
4/3/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49
4/10/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
4/10/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
4/10/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
4/10/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
4/10/2016,BECKS,6 Pk 12 Oz Glass,11.99
4/10/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
4/10/2016,MILLER LITE,6 Pk 12 Oz Glass,10.99
4/10/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
4/10/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,9.99
4/10/2016,BUDWEISER,6 Pk 12 Oz Glass,10.99
4/10/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49
4/10/2016,MILLER LITE,12 Pk 12 Oz Glass,12.49
4/10/2016,MILLER LITE,12 Pk 12 Oz Can,13.49
4/10/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
4/10/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
4/10/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
4/10/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.49
4/10/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49
4/10/2016,MAGIC HAT,6 Pk 12 Oz Glass,11.49
4/10/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49
4/17/2016,CORONA EXTRA,6 Pk 12 Oz Glass,11.99
4/17/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
4/17/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
4/17/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
4/17/2016,BECKS,6 Pk 12 Oz Glass,11.99
4/17/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
4/17/2016,MILLER LITE,6 Pk 12 Oz Glass,10.99
4/17/2016,BUD LIGHT,6 Pk 12 Oz Glass,9.99
4/17/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
4/17/2016,BUDWEISER,6 Pk 12 Oz Glass,10.99
4/17/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99
4/17/2016,MILLER LITE,12 Pk 12 Oz Glass,14.49
4/17/2016,MILLER LITE,12 Pk 12 Oz Can,14.99
4/17/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
4/17/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
4/17/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
4/17/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.99
4/17/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
4/17/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.99
4/17/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.99
4/24/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
4/24/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
4/24/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
4/24/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49
4/24/2016,BECKS,6 Pk 12 Oz Glass,11.99
4/24/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
4/24/2016,MILLER LITE,6 Pk 12 Oz Glass,10.99
4/24/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99
4/24/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
4/24/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
4/24/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99
4/24/2016,MILLER LITE,12 Pk 12 Oz Glass,14.99
4/24/2016,MILLER LITE,12 Pk 12 Oz Can,14.99
4/24/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
4/24/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
4/24/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
4/24/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.49
4/24/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
4/24/2016,MAGIC HAT,6 Pk 12 Oz Glass,11.99
4/24/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.99
5/1/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
5/1/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
5/1/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
5/1/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
5/1/2016,BECKS,6 Pk 12 Oz Glass,11.49
5/1/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
5/1/2016,MILLER LITE,6 Pk 12 Oz Glass,9.49
5/1/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99
5/1/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,9.49
5/1/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
5/1/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49
5/1/2016,MILLER LITE,12 Pk 12 Oz Glass,14.99
5/1/2016,MILLER LITE,12 Pk 12 Oz Can,14.99
5/1/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
5/1/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
5/1/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
5/1/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,12.99
5/1/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
5/1/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49
5/1/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.99
5/8/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
5/8/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
5/8/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
5/8/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
5/8/2016,BECKS,6 Pk 12 Oz Glass,11.49
5/8/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
5/8/2016,MILLER LITE,6 Pk 12 Oz Glass,10.49
5/8/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
5/8/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.49
5/8/2016,BUDWEISER,6 Pk 12 Oz Glass,10.99
5/8/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99
5/8/2016,MILLER LITE,12 Pk 12 Oz Glass,14.49
5/8/2016,MILLER LITE,12 Pk 12 Oz Can,14.49
5/8/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
5/8/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
5/8/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
5/8/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
5/8/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49
5/8/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49
5/8/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49
5/15/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
5/15/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
5/15/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
5/15/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
5/15/2016,BECKS,6 Pk 12 Oz Glass,11.99
5/15/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
5/15/2016,MILLER LITE,6 Pk 12 Oz Glass,10.99
5/15/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
5/15/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
5/15/2016,BUDWEISER,6 Pk 12 Oz Glass,9.49
5/15/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99
5/15/2016,MILLER LITE,12 Pk 12 Oz Glass,14.99
5/15/2016,MILLER LITE,12 Pk 12 Oz Can,13.99
5/15/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
5/15/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
5/15/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
5/15/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
5/15/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
5/15/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49
5/15/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49
5/22/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
5/22/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
5/22/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
5/22/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
5/22/2016,BECKS,6 Pk 12 Oz Glass,11.49
5/22/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
5/22/2016,MILLER LITE,6 Pk 12 Oz Glass,10.99
5/22/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99
5/22/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,9.99
5/22/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
5/22/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49
5/22/2016,MILLER LITE,12 Pk 12 Oz Glass,14.49
5/22/2016,MILLER LITE,12 Pk 12 Oz Can,13.49
5/22/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
5/22/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
5/22/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
5/22/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
5/22/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49
5/22/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49
5/22/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
5/29/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
5/29/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
5/29/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
5/29/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
5/29/2016,BECKS,6 Pk 12 Oz Glass,11.99
5/29/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49
5/29/2016,MILLER LITE,6 Pk 12 Oz Glass,9.99
5/29/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
5/29/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
5/29/2016,BUDWEISER,6 Pk 12 Oz Glass,10.99
5/29/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49
5/29/2016,MILLER LITE,12 Pk 12 Oz Glass,13.99
5/29/2016,MILLER LITE,12 Pk 12 Oz Can,13.49
5/29/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
5/29/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
5/29/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
5/29/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
5/29/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
5/29/2016,MAGIC HAT,6 Pk 12 Oz Glass,11.99
5/29/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49
6/5/2016,CORONA EXTRA,6 Pk 12 Oz Glass,11.49
6/5/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
6/5/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
6/5/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
6/5/2016,BECKS,6 Pk 12 Oz Glass,11.49
6/5/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
6/5/2016,MILLER LITE,6 Pk 12 Oz Glass,10.99
6/5/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99
6/5/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
6/5/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
6/5/2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49
6/5/2016,MILLER LITE,12 Pk 12 Oz Glass,13.49
6/5/2016,MILLER LITE,12 Pk 12 Oz Can,13.99
